Network,NetworkE,IP,Ir90,Nr90,Ir180,Nr180,d90,d180,Is90,Ns90,Is180,Ns180,IShared90,NShared90,IShared180,NShared180,pIr90,pIr180,pIs90,pIs180,pIShared90,pIShared180,ORs90,RRs90
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.2367869,791.268637,70.1150758,812.590905,9.29903098,22.9986136,47.2222471,960.924018,90.6858729,964.621784,5,131,12,131,38.2,86.3,49.1,94,38.2,91.6,0.76781621,0.776678186
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.1849272,788.253938,95.2039417,823.987215,6.90035221,31.9255536,48.5757276,960.913944,102.00133,965.006922,4,131,16,131,38.3,115.5,50.6,105.7,30.5,122.1,0.591551858,0.604023557
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.3817343,790.65041,106.575856,826.339865,8.84231367,33.5769067,49.4733459,960.949123,107.646121,965.215541,6,131,22,131,38.4,129,51.5,111.5,45.8,167.9,0.884331482,0.889629277
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.6016194,790.498418,112.706231,825.658829,8.74521113,33.779738,51.1415116,960.97148,112.027327,965.148792,6,131,20,131,38.7,136.5,53.2,116.1,45.8,152.7,0.853941096,0.860630817
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.6811934,791.795808,112.060493,831.207263,9.64483795,37.4935478,50.2651019,960.962991,112.680037,965.354423,6,132,18,132,38.7,134.8,52.3,116.7,45.5,136.4,0.862756953,0.868995273
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.5475186,787.6871,100.553086,827.189664,6.53241807,34.9668834,49.8287754,960.884983,105.481002,965.108699,7,131,18,132,38.8,121.6,51.9,109.3,53.4,136.4,1.032146424,1.030428677
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.5683253,784.322908,208.116878,864.314136,3.50585266,65.7935149,46.3883399,960.870374,144.737272,965.776572,4,131,38,134,39,240.8,48.3,149.9,30.5,283.6,0.620901369,0.6324769
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.9000633,791.883392,55.4538369,809.252126,9.94309408,19.609543,48.8316647,960.978081,90.4553427,964.826918,8,131,12,131,39,68.5,50.8,93.8,61.1,91.6,1.214920617,1.201795693
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.8256705,789.918988,58.9334608,807.917324,8.3113567,19.0196523,49.3051117,960.938635,90.286254,964.734854,9,131,17,131,39,72.9,51.3,93.6,68.7,129.8,1.363989474,1.338982563
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.8705255,788.718504,56.9190082,808.467582,7.3792735,19.6360869,47.716794,960.894102,89.8634833,964.680824,11,131,19,132,39.1,70.4,49.7,93.2,84,143.9,1.754265383,1.690930122
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.0243093,792.238724,133.17218,829.32149,10.0051706,37.2235028,47.1776745,960.953556,115.615522,964.963908,6,131,26,132,39.2,160.6,49.1,119.8,45.8,197,0.929703356,0.93292305
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",30.9269953,788.582379,102.783453,816.788142,7.28550615,27.0237669,49.8425611,960.944161,103.719309,964.925001,6,131,21,131,39.2,125.8,51.9,107.5,45.8,160.3,0.877420338,0.883034673
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.1954928,790.440967,88.2960963,812.53008,8.76198924,23.5212752,49.3795463,960.930374,96.5863425,964.726227,7,131,20,132,39.5,108.7,51.4,100.1,53.4,151.5,1.042101808,1.039852093
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.187904,789.143242,87.4046938,819.588272,7.75607021,28.8504113,46.8727503,960.902807,98.8725047,964.816962,8,131,23,135,39.5,106.6,48.8,102.5,61.1,170.4,1.268308537,1.251923283
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.3322436,789.611653,136.796343,835.093966,7.62441897,41.6114118,46.8862793,960.997949,114.003862,965.044788,8,131,29,132,39.7,163.8,48.8,118.1,61.1,219.7,1.268055782,1.251685963
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.493896,791.419011,83.4566226,820.599852,9.54020496,28.6808886,47.6788362,960.97701,98.0825256,965.054492,7,131,18,132,39.8,101.7,49.6,101.6,53.4,136.4,1.081342564,1.076996015
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.4322627,787.637077,110.754787,828.055973,6.25860645,35.777475,48.8678669,960.91575,111.931394,965.298185,4,131,17,131,39.9,133.8,50.9,116,30.5,129.8,0.58782835,0.600413744
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.4741064,788.409449,115.808166,831.536444,7.01812058,37.1356497,47.9390338,960.875498,111.513736,965.181242,7,131,22,131,39.9,139.3,49.9,115.5,53.4,167.9,1.075047447,1.071037278
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.5972197,790.842061,83.8428556,818.426244,9.130496,27.7833222,49.5517883,960.961675,99.4259977,964.972976,5,131,17,131,40,102.4,51.6,103,38.2,129.8,0.729884031,0.740193801
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.6434572,789.719789,114.813067,830.742942,7.87897228,37.5163624,47.2012515,960.957006,108.982095,964.95258,9,131,24,135,40.1,138.2,49.1,112.9,68.7,177.8,1.428102206,1.398690604
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.4986724,784.650554,85.593626,820.3309,3.99041249,29.1079258,48.2477823,960.844297,98.1188593,964.929034,6,131,17,132,40.1,104.3,50.2,101.7,45.8,128.8,0.907909765,0.912127639
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.6979884,788.672473,98.2861384,822.368667,7.25755831,30.1056425,49.4610645,961.000056,103.977716,965.140453,4,131,15,131,40.2,119.5,51.5,107.7,30.5,114.5,0.580454339,0.593264893
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",31.9192037,791.093772,174.198372,859.23015,9.38920999,60.1938532,49.4486516,960.98287,132.183441,965.749314,5,131,33,131,40.3,202.7,51.5,136.9,38.2,251.9,0.731506151,0.741754008
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",32.2621683,791.482378,83.2969633,818.506413,9.37936456,27.2481206,50.0601096,960.928075,97.498894,965.066612,8,131,21,133,40.8,101.8,52.1,101,61.1,157.9,1.183446169,1.172243349
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",32.2569282,791.242097,161.333727,845.241159,8.89640163,47.8133599,48.9447346,961.019269,124.027821,965.510787,11,131,32,133,40.8,190.9,50.9,128.5,84,240.6,1.708188491,1.648722281
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",32.265198,787.810747,153.719685,841.535264,6.50702143,46.9633236,49.5625773,960.92807,129.329633,965.52272,6,131,32,133,41,182.7,51.6,133.9,45.8,240.6,0.882632543,0.888008152
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",32.5641651,790.242435,253.466868,882.372277,8.3769295,81.2438921,51.16771,960.960542,155.723876,966.00037,4,131,43,133,41.2,287.3,53.2,161.2,30.5,323.3,0.56001905,0.573453583
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",32.5161343,787.712892,92.0270346,824.580337,6.04696528,31.6771288,48.0312343,960.954787,98.4776223,965.053782,8,132,20,132,41.3,111.6,50,102,60.6,151.5,1.226249847,1.212537735
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",32.7247146,791.201941,82.5116337,821.064121,9.30034925,28.7872473,50.4351278,961.008038,97.7569483,965.167139,10,131,18,131,41.4,100.5,52.5,101.3,76.3,137.4,1.492094157,1.454529718
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",32.8775687,791.730732,91.4306008,826.051319,9.69856975,32.4633464,52.5027381,960.998604,104.329411,965.390577,8,133,16,133,41.5,110.7,54.6,108.1,60.2,120.3,1.107441964,1.10097929
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",32.7997812,787.769586,54.576538,807.659871,6.67300397,18.9539762,52.5420632,960.878191,95.2733489,964.977537,6,131,8,131,41.6,67.6,54.7,98.7,45.8,61.1,0.829813895,0.837608679
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",32.9519996,787.712463,124.314278,835.639462,6.66969888,41.287973,49.1139289,960.892839,116.921005,965.294914,10,131,22,132,41.8,148.8,51.1,121.1,76.3,166.7,1.534261881,1.493478531
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.1912763,793.366387,124.628796,836.59091,10.6888875,41.1256945,48.7006413,960.976476,106.155116,965.086386,8,131,26,131,41.8,149,50.7,110,61.1,198.5,1.21836206,1.205026972
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.2167552,790.97273,179.15716,846.376818,9.2884782,51.4501939,55.1552295,961.077171,141.532863,965.874824,5,131,33,132,42,211.7,57.4,146.5,38.2,250,0.65178377,0.665074465
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.3683106,791.050679,58.8514327,806.527724,9.3863153,17.9016082,49.2896154,960.972664,91.3174425,964.848473,5,132,10,132,42.2,73,51.3,94.6,37.9,75.8,0.728206806,0.738502003
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.3385838,789.762473,83.434386,820.422567,8.45779496,29.1070899,46.1933029,960.861165,99.0459246,964.792059,6,131,13,131,42.2,101.7,48.1,102.7,45.8,99.2,0.950442047,0.952711877
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.3476654,789.712113,128.858118,832.231577,7.85585477,38.8158737,48.4253567,960.955668,111.491515,965.066388,5,131,24,131,42.2,154.8,50.4,115.5,38.2,183.2,0.747780146,0.757406858
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.4701232,792.504124,59.9169151,811.114245,10.806969,21.0581858,51.0681111,960.974254,91.7379163,964.95704,9,131,12,131,42.2,73.9,53.1,95.1,68.7,91.6,1.314405844,1.292805442
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.8610853,792.675042,105.17032,818.980506,10.6792409,27.7427811,49.1753455,960.915809,104.473088,964.979523,6,131,18,132,42.7,128.4,51.2,108.3,45.8,136.4,0.889948851,0.894989362
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.653963,787.822638,145.513452,843.985866,6.28838576,47.0939458,49.3717868,960.941718,120.494837,965.523172,8,131,26,134,42.7,172.4,51.4,124.8,61.1,194,1.200870073,1.188603198
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.8067046,789.758965,165.130697,848.487578,8.68069256,52.2130158,52.3271569,960.919458,125.590258,965.670622,9,132,32,133,42.8,194.6,54.5,130.1,68.2,240.6,1.270513581,1.252069473
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.7172018,787.391074,166.6502,842.373919,6.34392095,48.6576192,50.1473429,960.884041,122.937722,965.198641,6,131,29,131,42.8,197.8,52.2,127.4,45.8,221.4,0.871738341,0.877612921
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",33.843893,789.70241,100.004723,823.850552,8.06159932,32.7495414,49.9426131,960.891959,106.230308,964.935602,6,131,21,131,42.9,121.4,52,110.1,45.8,160.3,0.875516235,0.881217782
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.0131176,791.175812,209.629396,859.616268,9.30045432,61.8766655,50.6060542,960.959358,142.593549,965.553924,6,131,38,134,43,243.9,52.7,147.7,45.8,283.6,0.863472944,0.869726091
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.1430992,791.715771,81.5651898,819.993198,10.0598726,27.5350138,50.4321069,960.961347,97.5917803,965.1541,6,131,16,131,43.1,99.5,52.5,101.1,45.8,122.1,0.866618633,0.872727703
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.1340274,788.57502,244.176552,880.14038,7.36172603,78.6527093,48.9849318,960.913123,156.452737,966.062352,5,131,46,131,43.3,277.4,51,161.9,38.2,351.1,0.738750169,0.748721536
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.2182077,790.386991,231.78641,870.369337,8.71593317,72.5004715,51.6096865,960.997107,150.055702,965.680253,6,131,46,132,43.3,266.3,53.7,155.4,45.8,348.5,0.845783014,0.852846387
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.461774,793.717119,106.22083,829.077571,11.5028684,36.1275627,48.5319404,960.977164,102.810516,964.950562,7,132,21,134,43.4,128.1,50.5,106.5,53,156.7,1.052851629,1.050048891
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.4132538,791.0862,82.5092303,819.456386,9.50607684,27.3967909,48.5889767,960.951459,97.8194875,965.032033,8,131,17,132,43.5,100.7,50.6,101.4,61.1,128.8,1.22127802,1.207764858
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.5474589,791.414487,65.5423135,813.617836,9.51862618,23.0465805,50.5275068,960.949901,94.6758493,965.032259,6,131,11,131,43.7,80.6,52.6,98.1,45.8,84,0.864880887,0.871069549
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.6339655,792.992295,72.4699152,815.701358,10.8762958,25.0710439,50.5253342,961.017082,97.0152802,964.995842,7,132,16,134,43.7,88.8,52.6,100.5,53,119.4,1.009147959,1.00866284
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.6903258,792.538038,64.8134653,813.799759,10.6534295,23.2971274,47.032025,960.908256,87.7997902,964.714257,9,131,14,131,43.8,79.6,48.9,91,68.7,106.9,1.433429647,1.403652038
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.7484041,790.187461,80.9140844,821.405059,8.31634344,29.1970986,48.1008114,960.935158,94.3032088,964.921195,7,132,14,132,44,98.5,50.1,97.7,53,106.1,1.062741395,1.0594142
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.8193301,790.953802,169.788311,845.733233,9.22116295,49.7266732,47.1640389,960.905073,128.771767,965.409204,8,131,27,132,44,200.8,49.1,133.4,61.1,204.5,1.260076799,1.244194246
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.8068573,790.559091,100.947803,830.597867,8.80159988,35.8211228,48.0072904,960.94075,102.652059,965.246413,9,131,22,134,44,121.5,50,106.3,68.7,164.2,1.402860893,1.375183427
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.8146767,787.687227,146.260075,834.459719,6.19518574,41.485218,50.2575808,960.915491,128.223125,965.332037,5,131,22,133,44.2,175.3,52.3,132.8,38.2,165.4,0.719040154,0.729763813
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",34.9156041,788.104761,70.7881357,816.638312,6.83917163,25.4977992,53.1356073,960.886195,99.5828901,965.189791,7,131,12,133,44.3,86.7,55.3,103.2,53.4,90.2,0.964400096,0.966302381
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.027496,790.3927,95.3362733,822.472653,8.882786,30.3329308,49.8096248,960.894901,101.814238,965.049822,8,131,21,133,44.3,115.9,51.8,105.5,61.1,157.9,1.189681295,1.178097705
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.1754996,791.286396,135.886863,843.487767,9.20378761,46.9303797,49.7545868,960.957461,113.807163,965.301163,5,131,24,134,44.5,161.1,51.8,117.9,38.2,179.1,0.726743935,0.737173556
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.1772093,790.725087,106.159578,822.710919,9.07937454,30.8592519,51.4158802,960.958189,107.741459,965.067705,10,131,19,132,44.5,129,53.5,111.6,76.3,143.9,1.461976058,1.42671071
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.2433867,787.507892,86.652244,819.475333,6.45725546,28.8515764,49.8116289,960.873399,101.358913,965.032486,10,131,20,132,44.8,105.7,51.8,105,76.3,151.5,1.511581991,1.47252993
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.5407431,793.92476,92.5302081,821.335722,11.1295982,29.1745418,49.2258971,961.012854,101.138462,965.010433,10,131,24,131,44.8,112.7,51.2,104.8,76.3,183.2,1.53078559,1.490267606
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.4450722,791.722421,161.94452,855.181784,9.67582932,55.4055802,52.2257202,961.054072,128.068547,965.954775,6,131,27,131,44.8,189.4,54.3,132.6,45.8,206.1,0.835292663,0.84283651
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.6872075,791.20821,208.132699,868.713571,9.32560111,68.6113125,53.902781,961.043691,147.088063,966.157132,5,131,39,134,45.1,239.6,56.1,152.2,38.2,291,0.667825565,0.680503978
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.7969799,793.037281,77.1209339,818.854603,10.3350947,26.584462,50.2673879,961.055544,95.7591476,965.069675,7,131,16,131,45.1,94.2,52.3,99.2,53.4,122.1,1.022839311,1.02161889
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.7067316,789.180713,92.8858357,826.124101,7.74601439,32.7939876,52.3267719,960.91368,101.069415,965.190876,9,131,22,132,45.2,112.4,54.5,104.7,68.7,166.7,1.280929448,1.261628952
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.8728593,792.719729,69.5090898,812.280032,10.6754391,22.2205322,48.5958222,960.912952,92.7674304,964.705048,9,133,18,134,45.3,85.6,50.6,96.2,67.7,134.3,1.362597912,1.338061211
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",35.9800223,791.810818,141.62034,833.340718,10.0159134,40.2486814,49.8443925,960.885079,120.990461,965.008382,6,131,34,132,45.4,169.9,51.9,125.4,45.8,257.6,0.87732944,0.882947939
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",36.242018,791.947752,127.906873,830.190671,9.69480488,36.07466,51.956366,961.013498,114.203125,965.511396,10,131,26,132,45.8,154.1,54.1,118.3,76.3,197,1.44599583,1.411950347
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",36.1270066,787.805727,144.361543,844.340179,6.77958849,48.4394579,52.560353,960.868936,122.486533,965.594896,7,131,22,132,45.9,171,54.7,126.9,53.4,166.7,0.975554417,0.976860669
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",36.2992347,789.061221,133.284371,830.439714,8.01145061,38.6512715,53.1696271,960.930355,113.752583,965.252247,6,131,26,132,46,160.5,55.3,117.8,45.8,197,0.819500104,0.827767275
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",36.2679216,787.3774,214.2186,871.028644,6.22993967,69.3647766,49.2915203,960.905881,136.820966,965.940204,8,131,44,131,46.1,245.9,51.3,141.6,61.1,335.9,1.2028842,1.190494325
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",36.6886892,793.502985,86.9372025,823.980417,11.1019903,30.8347846,50.4326756,960.9949,99.9143628,965.13865,8,131,19,132,46.2,105.5,52.5,103.5,61.1,143.9,1.174309287,1.163664445
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",36.3705506,786.50622,113.774568,831.778757,5.43964988,37.5436574,53.0644755,960.864082,110.96221,965.26966,8,131,25,132,46.2,136.8,55.2,115,61.1,189.4,1.112681814,1.105800482
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",36.644588,788.776073,124.24214,835.717349,7.61641604,42.064477,51.7621406,960.884104,116.323704,965.282503,7,131,18,131,46.5,148.7,53.9,120.5,53.4,137.4,0.991485293,0.991940278
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",36.8283049,790.387508,124.981624,832.355515,8.99229084,38.9062191,50.8197164,960.899645,111.54547,965.228859,8,131,28,131,46.6,150.2,52.9,115.6,61.1,213.7,1.16474854,1.15468756
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",36.795545,788.663347,84.8516684,820.204005,7.31695753,28.3116872,49.5452946,960.860879,95.088751,964.961579,9,131,18,131,46.7,103.5,51.6,98.5,68.7,137.4,1.356903807,1.332383698
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",37.0846858,792.200863,105.943012,825.844899,9.82437169,32.8599543,52.7044545,961.048316,107.621327,965.351736,6,131,19,131,46.8,128.3,54.8,111.5,45.8,145,0.827264142,0.835175708
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",37.0424516,790.418934,122.121396,840.634689,8.65880798,43.5912295,52.739057,960.92704,110.660855,965.500886,6,131,24,131,46.9,145.3,54.9,114.6,45.8,183.2,0.826579497,0.83452242
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",37.0822326,786.561017,142.75886,832.207124,5.44836523,39.1190104,48.9559579,960.848977,119.19758,965.033822,7,131,21,131,47.1,171.5,51,123.5,53.4,160.3,1.051513114,1.048760505
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",37.3937391,793.085414,266.701565,886.881953,10.9208772,83.3463712,51.9182358,961.025241,163.627518,966.37549,8,131,48,131,47.1,300.7,54,169.3,61.1,366.4,1.13888521,1.130403671
B,B: Homogeneous size & staff-to-resident ratio,"Beta (5, 266)",37.5208891,795.525428,101.344201,827.109966,12.7167788,33.5684786,50.2586668,960.991258,100.281123,964.923831,12,131,23,131,47.2,122.5,52.3,103.9,91.6,175.6,1.827318281,1.7515334
